金泰熙	金东	韩国 梦想 演唱会 第十届 2004 年 : MC : 金泰熙 ， 金东 万	0
胡陵	萧曹	于是 少年 豪吏 如 萧曹 攀哈 等 皆 为 收沛 子弟 二三千 人 ， 攻 胡陵 、 方与 。	0
海阳	吕海涛	吕海涛 ， 男 ， 1968 年 7 月生 ， 山东 海阳 人 ， 教授 职称 ， 硕士 研究生 导师 ， 青岛市 第六届 青年 科技奖 。	0
池畔	李龙	黑龙江省 黑河市 和 五大连池市 ， 分别 在 江边 和 池畔 建造 了 李龙 雕像 。	0
徐佛苏	黄兴	徐佛苏 简介 : 在 日本 与 当时 留学生 的 同盟会 ， 日知会 等 交往 . 曾 担任 或 黄兴 先生 的 秘书 ；	0
钱慧安	钱禄新	钱禄新 ， 生卒 年 不详 ， 海上 画家 钱慧安 之子 。	0
杜琪	林夕	林夕 在 电台 访问 中曾 被 好友 杜琪 峰 逼供 ， 终于 剖白 性取向 ， 不 讳言 自视 女人 ， 望 着 床边 心爱 的 男人 ， 才能 写出 反映 女性 心声 的 歌词 。	0
白描	陈有吉	陈有吉 白描 仕女画 内容 介绍 : 《 陈有吉 白描 仕女画 》 由 天津 人民美术出版社 出版 。	0
曹营	罗汝才	接着 向 曹营 的 将士 宣布 罗汝才 “ 通敌 ” 的 罪状 ， 说明 处决 是 迫不得已 。	0
郑维玉	彭格	郑维玉 女 ， 汉族 ， 1938 年 5 月生 ， 莱阳市 万 第镇 彭格 庄村 人 。	0
马致远	柳云	元 马致远 《 岳阳楼 》 第一 折 ： “ [ 柳云 ： ] ‘ 师父 ， 你 怎生 识 的 小圣来 ？	0
王可贵	史智	那位 高位 截瘫 的 史智 宇 ， 半年 的 上门 治疗 王可贵 先生 全是 免费 ， 义务 治疗 ！	0
李荣玉	王芗斋	《 走进 王芗斋 》 是 2011 年 山西 科学技术 出版社 出版 的 图书 ， 作者 是 李荣玉 。	0
张光	福林	谷城县 纪委 决定 并报 县委 批准 ， 分别 给予 张光 炬 、 石 福林 、 方杨 党内 警告 处分 。	0
汤汤	石介	从 兖州 奉府 （ 今 山东 泰安 东南 ） 人 石介 “ 瞻 彼 濉 水 ， 其流 汤汤 。	0
唐飞	谢彦君	作者 ： 唐飞 丛书 : 谢彦君	0
梁晓雪	赵金玲	创新 教学模式 打造 高效 课堂 — — 海口 旅游 职业 学校 “ 基于 目标 教学 的 课堂教学 模式 研究 ” 实践 与 探索 赵金玲 梁晓雪	0
皮建鑫	姚奇伟	策划 ： 皮建鑫 、 姚奇伟	0
辛巳	桓冲	丰城 宣穆公 桓冲 闻谢 玄 等 有功 ， 自 以 失言 ， 惭恨 成疾 ； 二月 ， 辛巳 ， 卒 。	0
许芸	李钟岳	【 军训教官 】 黄 亶 廖庆孝舒 企贤 李钟岳 方友 如 谭学富 许芸	0
张伟业	凌轩	安 凌轩 凌轩 问答 会 : 00 . 真实 姓名 : 张伟业	0
韩愈	吴锐	吴锐 解释 其 “ 绝 ” 一是 学问 太深 ， 连 唐宋八 大家 之一 的 韩愈 都 叹 之 为 “ 诘屈聱牙 ” 。	0
余洪	王波	老 居民 余洪 芝说 ： “ 百步亭 能 建设 得 这么 好 ， 成为 武汉市 的 一张 名片 ， 多亏 了 有 王波 这样 的 好 班长 。 ”	0
朱明	侯文	朱明 死不承认 与 侯文 林案 有关 。	0
许玲	林醒	林醒 爱 许玲 珊 2008.4 指导 学生 获 “ 福州市 第四 十五届 中小学生 运动会 初中 排球 竞赛 ” 女子组 第二名 。	0
周钦岳	周生祥	永蔚旋 寄养 至 小姑 克 庄家 ， 由 姑父 周生祥 （ 周钦岳 嫡侄 ） 供其 就读于 重庆 南开 中学 。	0
山东卫视	张宝中	4 作者 介绍 : 老荒 ： 本名 张宝中 ， 1968 年生 ， 山东 定陶 人 ， 现居 济南 ， 供职 于 山东卫视 。	0
车顺轨	洪大全	当时 湖南 主考 是 车顺轨 ， 没有 看中 洪大全 ， 不予 录取 。	0
高级教师	张壮洪	张壮洪 ， 1946 年 7 月生 ， 广东 潮阳 人 ， 大专文化 、 中共党员 ， 潮阳市 谷晓 中学物理 教研组 组长 ， 中学 高级教师 。	0
孙国章	孙国胜	（ 山东 莱州 人 ） : 孙国章 原名 孙国胜 。	0
宋冈陵	寇世勋	寇世勋 、 宋冈陵	0
金平	韩德	双方 着墨 各有 偏重 ， 除了 韩德 ， 韩 金鼓 和 韩 金平 这 对 光棍 ， 看清 了 只有 跟着 韩德 干 ， 才能 吃饱 饭 ， 才能 娶 花媳妇 。	0
余贤明	王钰	余乃厚 专任 中学校长 ， 余贤明 、 王钰 超 担任 正副 教导 主任 ； 薛有彤 升任 小学校长 。	0
汤式	汤志祥	■ 《 实用 上海 话 》 （ 2000 年 出版 ） 汤志祥 式 （ 以下 简称 汤式 ）	0
金安清	华敏	金安清 有 经济 才 ， 时 人称 之 “ 才气 恢张 ， 议论 隽 迈 ” ， “ 下笔 万言 藻思 华敏 。 ”	0
黄薇	丁洪	采访部 部长 ： 庞士 丁洪 传辉 黄薇	0
潘金莲	费丽君	费丽君 人物 经历 : 费丽君 第一次 上 舞台 是 1987 年 ， 演 的 是 采茶戏 《 真假 潘金莲 》 ， 其 出色 的 表演 赢得 经久不息 的 掌声 。	0
冯明	冯君	于是 ， 去年底 ， 冯明 诗 “ 有感而发 ” 写出 一首 “ 打油诗 ” 表达 困惑 ， 并 由 女儿 冯君 发表 在 了 “ 麻辣 社区 ” 网上 。	0
红色经典	欧阳梅生	本书 《 红色经典 系列 》 之一 ， 讲述 了 欧阳梅生 一家 的 牺牲 精神 。	0
唐亮	钟期光	政治部 主任 唐亮 、 副 主任 钟期光 率 机关 先 住乐 乡 饭店 ， 11 日 又 迁至 木渎镇 下塘 街 几户 民宅 内 。	0
刘香	刘鑫	一九二 零年 ， 刘鑫 长子 刘香 久 继任 义聚永 经理 后 ， 再次 对 玫瑰露 和 五加皮 酒 进行 了 技术改造 ， 形成 了 独特 的 风格 。	0
蒋示吉	陈实功	书末 所 附 《 外科 赋 》 为 古 吴 蒋示吉 原辑 ， 古 瀛 陈实功 编纂 ， 钱勤民之兄 钱 韵 之 订定 ， 全书 内 、 外 、 妇 、 儿 ， 亦 称 完备 。	0
刘洪沂	李建华	刘洪沂 与 李建华 在 80 年代 中后期 曾经 红及 一时 ， 柳活 很 见 功力 。	0
邱满	邱会作	上密村 村民 、 邱会作 的 第三个 侄女 邱满 秀 兴奋 地说 。	0
金剑	蓝玉	《 金剑 雕翎 》 蓝玉 堂	0
孔明	孙小妹	孙小妹 8 孔明 锦囊	0
陈宗	武峰	518 / 游 武峰 记明 · 陈宗 之	0
曹立勇	朱军	作者 : 曹立勇 、 朱军 、 颜启传	0
倪征	向哲浚	“ 东京 审判 ” 中国 法官 梅 汝 趝 、 中国 首席 检察官 向哲浚 、 中国 检查组 顾问 倪征 日奥 的 子女 出席 了 成立 仪式 。	0
曹绫	诸葛亮	曹绫 拥有 其母 的 美貌 ， 和 来自 其 祖父 的 性格 ， 在 曹氏 宗族 中为 佼佼者 ， 在 诸葛亮 第一次 北伐 时 ， 初露锋芒 ， 算无遗策 。	0
佘旭	高级教师	佘旭 江都市 育才 中学教师 : 佘旭 中学 高级教师 ， 中共党员 ， 教务处 主任 ， 2009 年 取得 教育 硕士学位 。	0
俞复	王羲之	俞复 跋宕 流美 ， 甚得 王羲之 书法 意趣 。	0
陶一清	徐北汀	1982 年 由 张 先生 介绍 跟 山水画 家 徐北汀 、 陶一清 先生 等 前辈 专门 研习 北派 山水画 。	0
周天爵	林则徐	清 咸丰帝 即位 不久 ， 他 首先 建议 起用 林则徐 、 周天爵 等 在 鸦片战争 中因 主战 而 被 撤职 的 大臣 ， 以 镇压 刚刚 爆发 的 太平天国 农民起义 。	0
朱祁镇	张风府	千里 之外 的 京城 ， 自打 朱祁镇 重新 “ 记 起 ” 张风府 的 时候 ， 后者 的 命运 就 已经 注定 。	0
郑伊健	徐锦江	一次 ， 天地会 总舵主 陈近南 （ 郑伊健 饰 ） 刺杀 清廷 重臣 鳌拜 （ 徐锦江 饰 ） 不遂 ， 负伤 逃入 丽春院 ， 得 小宝 相救 。	0
阎建钢	陈庆	电视剧 《 中国 地 》 饰演 ： 陈庆 生 导演 ： 阎建钢	0
方休	陆吾	从此 往后 , 帝江 与 陆吾 各为其主 , 战死 方休 !	0
马迪斯	罗德里格斯	加尔西 · 罗德里格斯 · 德尔 · 蒙 塔尔 沃 的 著名 骑士 小说 《 阿 马迪斯 · 德 · 高拉 》 ， 也 在 这 时期 出版 。	0
黎龙铤	宋方	1009 年 ， 黎龙铤 向 宋朝 提出 在 邕州 互通 贸易 的 建议 ， 宋方 则 改为 在 廉州 （ 在 中国 广东 ） 、 如洪镇 （ 在 中国 广西 ） 两地 通市 。	0
张熊	王时敏	《 清 张熊 溪亭 闲话 图 》 是 清代 画家 张熊 的 画作 ， 画作 笔墨 即 取法 王时敏 而 来 ， 以 披麻 皴 为主 ， 略施 渲染 ， 苔点 错落有致 ， 布置 停匀 。	0
杨华	周浩宇	译者 ： 周浩宇 杨华	0
梁小冰	郑伊健	1992 年 ： 日月 神剑 续集 之 圣战 风云 、 枭情 、 孤星 剑 （ 15 集 ， 主演 郑伊健 、 梁小冰 ）	0
谭咏麟	林俊杰	第 24 集 101204RB 情歌 王子 — 林俊杰 继续 摇滚 — 谭咏麟 Mr . 乐团 0.62	0
赵云	孟鸿群	这次 他 贴演 的 全本 《 连 营寨 》 ， 指名 孟鸿群 为 其 配演 赵云 。	0
张欣	李杨	19 李杨 ， 吕占霞 ， 张欣 等 ， 一种 低 含量 低聚物 烯烃 共聚物 的 制备 方法 ， ZL2004 ， 10062498.0 （ 2006 ）	0
李桂荣	伯吉斯	创伤 叙事 ： 安东尼 · 伯吉斯 创伤 文学作品 研究 作者简介 : 李桂荣 ， 女 ， 1965 年生 ， 中国人民大学 管理学 博士 、 文学 博士 。	0
费塔	鲁斯	建议 先杀 中间 的 费塔 鲁斯 ， 它会 加血 。	0
计然	陶朱	西风 落日 弄 烟波 ， 却 笑 陶朱 计然 策 。	0
杨壁	丁增钦	1992 年 在 新加坡 潮人 、 律师 杨壁 宣的 资助 下 ， 创始人 、 广东省 汕头 戏曲 学校 主任 教师 丁增钦 出任 该团 水远 各誉 团长 。	0
王维	邵平	王维 《 老将 行 》 中 “ 路旁 时卖 故侯瓜 ” 和 苏轼 《 五绝 》 中 “ 人人 识 故侯 ” 的 典故 ， 皆 取自 邵平 。	0
谢路军	潘飞	潘飞 ， 哲学 与 宗教学 博土 ， 师从 谢路军 教授 ， 目前 从事 佛教 、 道教 等 宗教文化 方面 工作 。	0
刘岩	刘芬	《 英国文学 地图 》 是 2010 年 武汉大学 出版社 出版 的 图书 ， 作者 是 刘芬 ， 刘岩 。	0
张勇	陈昆	陈昆 烽 张勇	0
钱绍武	张大良	校 党委书记 张大良 向 钱绍武 先生 颁发 了 收藏 证书 。	0
徐进	胡景寿	广元市 工商联 第五届 执行 委员会 秘书长 ： 徐进 广元市 工商业 联合会 广元市 商会 : 广元市 商会会长 ： 胡景寿	0
赵一青	陈琍	由省 剧协 推荐 的 陈琍 、 龙红 、 赵一青 三位 演员 ， 获得 “ 中国 戏剧 梅花奖 ” 。	0
周仕健	任金华	周仕健 ， 现任 金华 市委 组织部 干部 监督 处处长 ， 拟 任金华 市委 组织部 部务 会议 成员 、 市委 两新 工委 副 书记 。	0
田际云	余玉琴	如 戊戌政变 中 ， 名旦 余玉琴 、 田际云 等 倾向 维新 变法 ， 为 光绪帝 传递 消息 。	0
艾倪	幸福脱轨	幸福脱轨 歌手 信息 : 姓名 ： 艾倪 英文名 ： Enny	0
尚威	王嘉良	第 28 局 辽宁 尚威 （ 红先胜 ） 黑龙江 王嘉良	0
安德伍德	雷娜塔	《 好 安静 的 书 》 是 2012 年 明天 出版社 出版 的 图书 ， 作者 是 蒂 波拉 · 安德伍德 、 雷娜塔 · 丽斯 卡 。	0
养阴清热	王为兰	1.1993 年 与其 师 王为兰 合作 完成 “ 养阴清热 除湿 汤 治疗 类 风湿性关节炎 急性 发作 之 研究 ” 课题 ， 获 北京市 科学技术 进步 三等奖 。	0
罗瑞	裘百灵	罗瑞 英 大胆 泼辣 性格 直爽 ， 在 戏班 里 爱 打抱不平 ， 敢 跟 警察 和 兵痞 叫板 ， 有时 看不惯 裘百灵 耍 小姐 脾气 。	0
韩珉	王曾	楚 王曾 说 ： ‘ 我 想 用 全国 的 力量 帮助 韩珉 做 相国 ， 可以 吗 ？	0
黄泽	杨成武将军	1990 年春 ， 带 着 浓浓 乡情 并 怀着 对 革命 前辈 深深 敬意 的 黄泽 生 （ 时任 弋阳 漆工 镇 党委书记 ） 趁 公差 之 便 也 进京 拜访 杨成武将军 。	0
杨家森	戴明	5 月 27 日 学校 举行 庆 " 六一 " 活动 暨 综合楼 落成典礼 ， 市长 戴明 、 市 教育局 局长 杨家森 等 领导 应邀参加 ， 并 给予 高度评价 。	0
茅盾	鲁迅故居	鲁迅故居 边上 的 6 号 住宅 即 是 茅盾 寓所 。	0
张波	陈会忠	《 学校 文化 建设 与 教师 专业 发展 》 是 2008 年 东北师范大学 出版社 出版 的 图书 ， 作者 是 张波 ， 陈会忠 ， 龙琪 。	0
叶名琛	李秀成	比如 写 李秀成 ， 着重于 写 他 的 忠 与 不忠 ； 写 叶名琛 ， 重点 写 他 被 当时 人 的 误解 和 被 后世 的 误读 。	0
张荣	张宜	个人 生活 : 心灯 读 张宜 近作 张荣 东	0
朱丹	张艺贝	一听 朱丹 松口 ， 张艺贝 赶快 把 钱 塞 给 了 服装 师 ， 生怕 朱丹 反悔 。	0
石天	邹文怀	制作 人 ： 邹文怀 石天	0
林妹妹	林以宁	第四节 林妹妹 与 林以宁	0
黄桂	陈卫红	晚上 请 陈卫红 和 唐 柳春 、 阿全 过来 ， 加上 物流 的 人 共 搞 了 16 桌 ， 黄桂 廷 还 叫 给 他 开 了 五台 ， 他 搞 搬 新居 ， 两边 走 ， 喝 了 不少 。	0
李麒麟	李响	李麒麟 ， 李响	0
花美女	叶扬	叶扬 崛起 , 笑 看 风云 , 如 花美女 , 执掌 学院 , 霸气 异界 。	0
燕贵忠	余向东	淮北市 余向东 副 市长 、 省 教育厅 职成 处 燕贵忠 处长 到 会 参加 庆典 。	0
张昆	陈先红	媒介 技术 传播 发展 研究 中心 主任 ： 张昆 副 主任 ： 陈先红	0
孔德	毛泽东	第三 ， 毛泽东 等 中共 主要 领导人 对 传统 社会学 （ 即 孔德 系 社会学 ） 的 负面 印象 亦 促成 了 中国 社会学 事业 的 取消 与 长期 中断 。	0
李石民	高鸿飞	翌年 ， 台湾 发生 李石民 变 ， 高鸿飞 阵亡 殉职 。	0
马良	惠治鑫	惠治鑫 , 马良 荣 . 自重 湿陷性 黄土 场地 浸水 楼房 整体 倾斜 的 监测 与 分析 [ J ] . 宁夏 师范学院 学报 , 2008 , 29 ( 6 ) : 27 - 30	0
戴斌	汪涛	汪涛 ， 戴斌 ( 2014 ) . 城市 微博 ： 如何 营造 政府 与 群众 的 和谐 沟通 环境 ?	0
王子宣	和士开	琅 琊 王 高俨 等 人 早就 做好 了 准备 ， 首先 由 王子宣 写 了 一道 表文 ， 弹劾 和士开 ， 罗列 了 大量 罪名 ， 请求 后主 批准 逮捕法办 。	0
张连文	王富华	王富华 、 张连文 等 爆破 班 ， 将 所有 炸药包 带上 ， 准备 炸楼 ！ "	0
杜楚客	王世充	杜楚客 生平 经历 : 少随 叔父 淹没 于 王世充 。	0
王湘	刘雨凯	图为 左起 ： 王承 洋 、 王湘 涵 、 刘雨凯 。	0
刘亚	刘易	它 由 刘易 的 父亲 、 全国 首届 科学 大会 获奖者 刘亚 之 先生 命名 。	0
穆景升	徐特立	穆景升 入院 时 ， 院长 正是 鼎鼎大名 的 教育家 徐特立 。	0
孙逢吉	王溥	核以 王溥 《 五代 会要 》 、 孙逢吉 《 职官 分纪 》 ， 仅得 其十 之一 二 。	0
曹参	陈直	见 陈直 《 汉书 新证 · 萧何 曹参 传 》 。	0
吴正宪	王介	另有述 吴正宪 、 王中 甫 、 王介 、 赵 周翰 诸家 行事 、 诗风 ， 殊多 可采 。	0
安迪	常静春	中国 射击队 步枪 组 的 教练 常静春 说 “ 在 上午 的 预赛 中 ， 美国 另外 一名 选手 安迪 因为 多 打 了 一发 子弹 ， 被 扣掉 了 两环 的 成绩 。 ”	0
周墀	杜牧	等到 杜牧 的 好 朋友 周墀 出任 宰相 ， 杜牧 便 接连 写 了 三 封信 ， 请求 出任 湖州 刺史 。	0
何大草	裘山山	现在 活跃 的 这 一批 人 ： 阿 来 、 麦家 、 裘山山 等 ， 严格 说 不是 成都 人 ， 而 成都 本土 的 一些 年轻 作家 ： 何大草 、 洁尘 、 肖平 … …	0
孔亮	蔡军	银联 商务 总公司 工会 研究 决定 ， 同意 成立 银联 商务 有限公司 湖北 分公司 工会 委员会 ， 女工 委员 蔡军 ， 经费 委员 孔亮 。	0
汪悦	刘健	《 内科 临床 实习 指南 》 作者 汪悦 ， 刘健 。	0
袁世凯	马福祥	1912 年 8 月 ， 袁世凯 任 马福祥 为 宁夏 护军 使 。	0
魏凤和	张海阳	第二炮兵 司令员 ： 魏凤和 政委 ： 张海阳	0
司马班	李杜	’ 是 时畏 家严 未敢 染指 ， 然 时时 取 司马班 史 李杜 诗窃读 之 。 ”	0
海峡两岸	吴玉庭	吴玉庭 参与 会议 : 先后 在 第七届 国际 天地 两相系统 国际 会议 、 太阳能 热 发电 三亚 国际 论坛 、 海峡两岸 永续 能源 与 环境 科技 研	0
曾思艺	朱宪生	作者 ： ( 俄罗斯 ) 陀思妥 耶夫斯基 译者 ： 朱宪生 曾思艺	0
王恒	孔建军	孔建军 , 王恒 , 高利 慧等 150 - 152 中 高压 电容器 用 电极 箔 腐蚀 工艺 研究	0
龚光华	薛涛	龚光华 著作 : 单片机 与 嵌入式 系统 开发方法 薛涛 ， 龚光华 等 清华大学出版社 2009	0
杨克	李傻傻	他 的 诗 酣畅 、 诡异 ， 《 中国 新诗 年鉴 》 主编 杨克 认为 ， 李傻傻 是 最 年轻一代 诗人 的 代表 人物 之一 。	0
陈汉	彭耀顺	主演 ： 瑞恩 ， 陈汉 伟 ， 彭耀顺	0
戴笠	查尔金	戴笠 马上 对 查尔金 森 展开 调查 。	0
李四光	许惠龙	许惠龙 主要 成就 : 获奖 成果 : 九三年 第三届 李四光 奖	0
